,Genome_id,Start,End,RPPM_1,RPPM_2
0,NC_016856.1,135,184,3.5620117721584745,2.7726140435056186
1,NC_016856.1,2265,2314,2.1267140249341763,1.762898196425852
2,NC_016856.1,5877,5926,0.8113367161202628,0.7162415256724358
3,NC_016856.1,7449,7498,1.9131057440156773,1.6808074771510744
4,NC_016856.1,7603,7650,4.588750791713349,3.6801094789778026
5,NC_016856.1,9982,10031,1.008081185387301,0.7696004932010414
6,NC_016856.1,13922,13971,0.5546320276480319,0.6710916300713081
7,NC_016856.1,17945,17992,5.600659225135024,4.709256373971013
8,NC_016856.1,30308,30357,0.4684392125405674,0.4987011195942748
9,NC_016856.1,31273,31322,0.5583795413483563,0.6054190546514859
10,NC_016856.1,32958,33008,0.9181408565795122,0.8326461656040707
11,NC_016856.1,38568,38617,1.4765203979278685,1.0794929584633275
12,NC_016856.1,39067,39116,1.3153773088139133,1.2662493448134469
13,NC_016856.1,40152,40200,0.7287743049099877,0.6766926114384935
14,NC_016856.1,46137,46186,18.13796630957077,15.896867787560712
15,NC_016856.1,50155,50204,0.4347115892376466,0.5048579235398831
16,NC_016856.1,51021,51070,4.2534280498683525,3.6345665958907847
17,NC_016856.1,52558,52608,41.37509956089914,36.93006978942499
18,NC_016856.1,52651,52702,51.927166406234214,46.85359995046871
19,NC_016856.1,52823,52874,6.875254767210111,6.4260534567198695
20,NC_016856.1,53982,54033,0.36905661882117646,0.34111913102563285
21,NC_016856.1,56509,56555,0.648686474757264,0.6536473522254178
22,NC_016856.1,59516,59563,2.260189300132969,1.778006381994508
23,NC_016856.1,75759,75807,1.8152409851957438,1.5042269195443911
24,NC_016856.1,75837,75884,0.7677220353952091,0.8002098518242431
25,NC_016856.1,80310,80359,3.2753269740836473,3.2220607315350267
26,NC_016856.1,94478,94527,0.6820474934590661,0.582844106850922
27,NC_016856.1,96659,96708,3.702543535920645,3.2733674310817626
28,NC_016856.1,96859,96905,1.1496720291082587,1.0908696614062994
29,NC_016856.1,101405,101454,8.735454435456502,7.862238638541839
30,NC_016856.1,104322,104367,1.566960395229034,1.5486414191186821
31,NC_016856.1,104379,104425,1.4929768711336415,1.2788752543540785
32,NC_016856.1,108903,108952,1.736972600100424,1.6808074771510744
33,NC_016856.1,108995,109044,1.7969328193056167,1.6684938692598577
34,NC_016856.1,113730,113778,3.674476219769256,3.1341552529782857
35,NC_016856.1,113788,113837,2.3534386038038106,1.9619681906671882
36,NC_016856.1,116125,116175,1.3221228334744974,1.0739928802719172
37,NC_016856.1,116813,116862,1.0361875381397352,0.7716527611829108
38,NC_016856.1,117317,117366,1.1842143293025544,1.0446044027715469
39,NC_016856.1,123265,123314,0.7045325756610133,0.5746350349234443
40,NC_016856.1,127487,127536,0.8919082606772404,0.8619525523851663
41,NC_016856.1,134625,134674,5.563184088131779,5.124513150728001
42,NC_016856.1,138980,139031,0.5778886567882812,0.3904138031391636
43,NC_016856.1,140368,140417,0.9331309113808103,1.1492700698468885
44,NC_016856.1,140596,140649,4.888666975976195,4.187517289873722
45,NC_016856.1,150373,150422,2.390913740807056,2.0851042695793547
46,NC_016856.1,155709,155758,0.993091130586003,0.7449732774186081
47,NC_016856.1,157576,157630,29.86338149067139,25.823726020825838
48,NC_016856.1,158772,158820,1.6851710305136463,1.6257382863042444
49,NC_016856.1,164620,164669,11.99579135473885,10.8133999964701
50,NC_016856.1,164697,164748,13.064604306269647,11.310169569728497
51,NC_016856.1,170016,170064,1.1228097558586951,1.0014212639863773
52,NC_016856.1,175614,175662,3.0279520332611827,2.752860964180125
53,NC_016856.1,175951,176002,5.881502310676993,4.740175670437117
54,NC_016856.1,181634,181683,2.139830322885312,1.5802463460394718
55,NC_016856.1,186435,186484,2.1360828091849875,1.9824908704858826
56,NC_016856.1,190085,190136,7.48374811921771,6.74745471890009
57,NC_016856.1,190252,190302,1.6801977675405073,1.429979284406991
58,NC_016856.1,193901,193951,1.22296362096391,1.2308682448060175
59,NC_016856.1,194053,194102,1.3003872540126151,1.1431132659012802
60,NC_016856.1,196592,196644,2.964535573455771,2.7731665771930447
61,NC_016856.1,197028,197077,1.3078822814132642,1.1759495536111912
62,NC_016856.1,197183,197232,0.5583795413483563,0.5335896752860554
63,NC_016856.1,201428,201477,1.8606405522111338,1.582298614021341
64,NC_016856.1,202783,202831,1.7349036602450365,1.4497563068589396
65,NC_016856.1,209612,209665,1.730608897590439,1.6298492759408822
66,NC_016856.1,210461,210513,0.9393287225005779,1.0500902729538517
67,NC_016856.1,212147,212198,1.1737800754702783,0.9267398357343782
68,NC_016856.1,213986,214039,0.8817616905640975,0.7760283514084061
69,NC_016856.1,216092,216144,5.295200824772994,4.913958349126588
70,NC_016856.1,217581,217632,1.8578850274314833,1.867282179660545
71,NC_016856.1,217674,217722,1.4690253705272194,1.282154421672935
72,NC_016856.1,218983,219031,0.7574662066780975,0.768873648290796
73,NC_016856.1,221580,221631,0.4824740187515868,0.6290000161686524
74,NC_016856.1,224245,224299,1.9501991898087045,1.750508578609381
75,NC_016856.1,224355,224409,6.50179747325936,5.73943344603629
76,NC_016856.1,239202,239253,0.9037386470645394,0.617169294861405
77,NC_016856.1,240808,240859,5.3468202824336295,4.79144212943519
78,NC_016856.1,243478,243529,1.0297579803205508,1.0056113111160274
79,NC_016856.1,244389,244440,1.2655941611282295,1.1061724422276302
80,NC_016856.1,247783,247833,0.8869240674558088,0.6355463486253293
81,NC_016856.1,248687,248736,1.3022610108627775,1.0056113111160274
82,NC_016856.1,249541,249591,0.975065589687442,0.8547696144486233
83,NC_016856.1,249849,249897,1.0156933225910854,1.0831271830145546
