,Genome_id,Start,End,RPPM_1,RPPM_2
0,NC_016856.1,135,184,6.597440156981133,6.636220133889539
1,NC_016856.1,2903,2950,14.234170460713873,14.063494047421631
2,NC_016856.1,7449,7498,89.24130280194349,80.76989435913859
3,NC_016856.1,7603,7650,7.27820581714878,8.502496091788945
4,NC_016856.1,8661,8711,1.8174402190119914,1.5379335817205142
5,NC_016856.1,9982,10031,0.6288351684360045,0.6010161630692413
6,NC_016856.1,14972,15021,1.0231894266077362,0.926566584731747
7,NC_016856.1,17945,17992,1.1667352836650715,1.105237465360487
8,NC_016856.1,29794,29842,7.224498954884832,6.978987164389966
9,NC_016856.1,30308,30357,1.076480542576889,0.951608924859632
10,NC_016856.1,39067,39116,1.1404298817398726,1.1436001991734175
11,NC_016856.1,40152,40200,0.5657740145391735,0.49423840724617585
12,NC_016856.1,44646,44694,0.6963372486635983,0.7243149071711198
13,NC_016856.1,46137,46186,5.520959614404243,4.841519091391111
14,NC_016856.1,50155,50204,0.8846325250879385,0.8764819044759768
15,NC_016856.1,51021,51070,1.5241259167177736,1.6527944484404136
16,NC_016856.1,52558,52608,26.36332823440383,24.57421531642779
17,NC_016856.1,52651,52702,28.867275058568875,26.658798631826183
18,NC_016856.1,52823,52874,3.256400662868004,3.5769627526457515
19,NC_016856.1,53982,54033,0.7270580096340511,0.6897282437837099
20,NC_016856.1,56509,56555,0.8969126518112651,0.6579965601718203
21,NC_016856.1,59516,59563,1.6889882201627702,1.5664782973613205
22,NC_016856.1,73955,74004,3.6024794395147377,3.322283790299417
23,NC_016856.1,75629,75678,1.6733410414314018,1.3105491333593178
24,NC_016856.1,75759,75807,2.948553037309924,2.786482054646543
25,NC_016856.1,75837,75884,0.777823522443381,0.8267524347184747
26,NC_016856.1,80310,80359,2.5046824505501877,2.763004860776651
27,NC_016856.1,92415,92464,1.183062774515195,1.4858455142545133
28,NC_016856.1,94478,94527,2.163619308347609,1.7362689155333637
29,NC_016856.1,94811,94860,6.267035237972384,5.6762637623206125
30,NC_016856.1,96057,96106,4.252631054338404,4.257197821740459
31,NC_016856.1,101405,101454,1.3749107920041455,1.3105491333593178
32,NC_016856.1,104322,104367,1.1141395978617572,0.7180659158151337
33,NC_016856.1,104379,104425,1.1466857953536427,0.9781029948500032
34,NC_016856.1,108903,108952,2.525998896937849,2.287200398346835
35,NC_016856.1,108995,109044,3.7943274570036887,2.9967333686369115
36,NC_016856.1,113730,113778,1.9693287813767388,2.2325941844568633
37,NC_016856.1,113788,113837,2.312834433061237,2.270505504928245
38,NC_016856.1,123265,123314,0.9805565338324139,1.0517782853711724
39,NC_016856.1,127487,127536,0.7567338467619715,0.9683038182782221
40,NC_016856.1,134625,134674,32.52889718757095,32.39644067877396
41,NC_016856.1,138980,139031,0.6451359803795101,0.6095272852042087
42,NC_016856.1,140368,140417,0.8100249627311245,1.0517782853711724
43,NC_016856.1,140596,140649,10.031197912352024,10.858453178847668
44,NC_016856.1,155709,155758,0.7141009539866492,0.943261478150337
45,NC_016856.1,157576,157630,29.60400441887881,30.343587117673263
46,NC_016856.1,164620,164669,5.915313872575975,5.534357168262597
47,NC_016856.1,164697,164748,6.615203862304184,5.918830743167185
48,NC_016856.1,170016,170064,1.7952444692108394,1.9343468697393433
49,NC_016856.1,174501,174550,4.178023491981589,4.182070801356804
50,NC_016856.1,175614,175662,6.865450061042664,5.538878701896798
51,NC_016856.1,175951,176002,26.983068385714432,25.09487993952591
52,NC_016856.1,186435,186484,1.8332143893388606,1.6277521083125286
53,NC_016856.1,190091,190142,1.187869424190844,1.0506325573914652
54,NC_016856.1,190252,190302,1.2951872825142927,1.0634647107641853
55,NC_016856.1,194053,194102,1.6626828182375712,1.435760833998743
56,NC_016856.1,196592,196644,4.549626542951106,4.436346870347637
57,NC_016856.1,197028,197077,1.3962272383918066,1.469150620835923
58,NC_016856.1,201428,201477,1.5028094703301125,1.460803174126628
59,NC_016856.1,202783,202831,2.5677436044470188,2.4371066288345915
60,NC_016856.1,209612,209665,0.9952367280427843,0.933811538479437
61,NC_016856.1,210461,210513,14.40212905649423,15.141786747197164
62,NC_016856.1,212147,212198,2.3654985947248703,2.2536469360839826
63,NC_016856.1,213986,214039,1.1726056498721915,1.1190303560290773
64,NC_016856.1,216092,216144,4.489366588739833,4.34195651140407
65,NC_016856.1,217581,217632,1.8739664191976246,1.7002603218854244
66,NC_016856.1,217674,217722,3.362003278703935,3.493754258119519
67,NC_016856.1,218983,219031,0.8051399437672855,0.8947419441525597
68,NC_016856.1,221580,221631,0.921622829113586,0.7458689147893607
69,NC_016856.1,224245,224299,1.3056323412442468,1.4467361805980015
70,NC_016856.1,224355,224409,7.060085993394815,6.658016244741588
71,NC_016856.1,239202,239253,0.7065775023204158,0.8421100650847622
72,NC_016856.1,240808,240859,3.225679901897551,2.855154125430241
73,NC_016856.1,243478,243529,2.0890117459907946,1.9328431017659777
74,NC_016856.1,244389,244440,0.6656164876931454,0.553386614198558
75,NC_016856.1,248404,248453,2.0144041836339808,1.9866923168122144
76,NC_016856.1,248687,248736,2.110328192378456,1.9950397635215094
77,NC_016856.1,249541,249591,0.9713904618857195,0.9162157508122212
78,NC_016856.1,249849,249897,0.8595412913191292,1.0225622218886397
79,NC_016856.1,254585,254634,1.8438726125326912,1.469150620835923
80,NC_016856.1,254816,254864,10.412417921422868,10.225622218886397
81,NC_016856.1,257722,257773,1.2083499315044792,1.0586526532494152
82,NC_016856.1,259791,259840,2.280859763479745,2.6294457134279305
83,NC_016856.1,262327,262376,0.927265417863261,0.8097023308016168
84,NC_016856.1,262426,262477,1.67940159971809,1.884722526618277
85,NC_016856.1,263060,263110,1.566758809493096,1.595197066146278
86,NC_016856.1,266604,266652,1.6973220436175207,1.5508860365311035
87,NC_016856.1,266831,266882,1.1776291705340265,1.106773228397116
